0,BTC_STEEM,1 min,2021-07-11 23:26:49.295003,0.00001202,0.00001202,0.00001202,0.00001202
1,BTC_EOS,1 min,2021-07-11 23:26:48.685898,0.00012572,0.00012559,0.00012590,0.00012574
2,BTC_ATOM,1 min,2021-07-11 23:26:36.486523,0.00040401,0.00040401,0.00040401,0.00040401
3,BTC_MATIC,1 min,2021-07-11 23:26:38.969626,0.00003041,0.00003041,0.00003041,0.00003041
4,BTC_BCH,1 min,2021-07-11 23:26:47.572377,0.01462316,0.01462316,0.01462316,0.01462316
5,BTC_DOT,1 min,2021-07-11 23:26:48.722786,0.00045259,0.00045259,0.00045267,0.00045265
6,BTC_TRU,1 min,2021-07-11 23:26:38.986058,0.00000440,0.00000440,0.00000440,0.00000440
7,BTC_XMR,1 min,2021-07-11 23:26:48.680048,0.00624637,0.00624637,0.00624653,0.00624653
8,BTC_SNX,1 min,2021-07-11 23:26:47.551229,0.00039539,0.00039531,0.00039539,0.00039531
9,BTC_MKR,1 min,2021-07-11 23:26:48.704356,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,1 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,1 min,2021-07-11 23:26:13.729214,0.00002601,0.00002601,0.00002601,0.00002601
12,BTC_QTUM,1 min,2021-07-11 23:26:38.955374,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,1 min,2021-07-11 23:26:46.809165,0.00053926,0.00053908,0.00053926,0.00053914
14,BTC_REN,1 min,2021-07-11 23:26:48.715583,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,1 min,2021-07-11 23:26:47.565124,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,1 min,2021-07-11 23:26:47.541954,0.06280232,0.06280232,0.06280232,0.06280232
17,BTC_ARDR,1 min,2021-07-11 23:26:09.362977,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,1 min,2021-07-11 23:26:48.709162,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,1 min,2021-07-11 23:26:31.712995,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,1 min,2021-07-11 23:26:27.263847,0.00395576,0.00395575,0.00395576,0.00395575
21,BTC_ETC,1 min,2021-07-11 23:26:11.205215,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,1 min,2021-07-11 23:26:11.723646,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,1 min,2021-07-11 23:26:21.665261,0.00000631,0.00000631,0.00000631,0.00000631
24,BTC_XRP,1 min,2021-07-11 23:26:11.754767,0.00001874,0.00001874,0.00001874,0.00001874
25,BTC_LSK,1 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,1 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,1 min,2021-07-11 23:26:13.058959,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,1 min,2021-07-11 23:26:49.343566,0.00894203,0.00894203,0.00894853,0.00894853
29,BTC_KLV,1 min,2021-07-11 23:26:37.187700,0.00000143,0.00000143,0.00000144,0.00000143
30,BTC_WRX,1 min,2021-07-11 23:26:35.302407,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,1 min,2021-07-11 23:26:37.090040,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,1 min,2021-07-11 23:26:43.237582,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,1 min,2021-07-11 23:26:49.341755,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,1 min,2021-07-11 23:26:20.560329,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,1 min,2021-07-11 23:26:26.197641,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,1 min,2021-07-11 23:26:45.039625,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,1 min,2021-07-11 23:26:35.289353,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,1 min,2021-07-11 23:26:30.392339,0.00004424,0.00004424,0.00004424,0.00004424
39,BTC_SWAP,1 min,2021-07-11 23:26:31.096163,0.00002401,0.00002401,0.00002401,0.00002401
40,BTC_MANA,1 min,2021-07-11 23:26:39.571668,0.00002103,0.00002103,0.00002103,0.00002103
41,BTC_CHR,1 min,2021-07-11 23:26:43.221589,0.00000513,0.00000513,0.00000513,0.00000513
0,BTC_STEEM,1 min,2021-07-11 23:28:01.997589,0.00001202,0.00001202,0.00001202,0.00001202
1,BTC_EOS,1 min,2021-07-11 23:28:00.799290,0.00012574,0.00012559,0.00012590,0.00012572
2,BTC_ATOM,1 min,2021-07-11 23:27:20.732287,0.00040401,0.00040401,0.00040401,0.00040401
3,BTC_MATIC,1 min,2021-07-11 23:27:18.295640,0.00003041,0.00003041,0.00003041,0.00003041
4,BTC_BCH,1 min,2021-07-11 23:28:02.101934,0.01462316,0.01462316,0.01462316,0.01462316
5,BTC_DOT,1 min,2021-07-11 23:28:02.105158,0.00045265,0.00045259,0.00045297,0.00045295
6,BTC_TRU,1 min,2021-07-11 23:28:02.702727,0.00000440,0.00000440,0.00000440,0.00000440
7,BTC_XMR,1 min,2021-07-11 23:28:03.227232,0.00624653,0.00624637,0.00624676,0.00624676
8,BTC_SNX,1 min,2021-07-11 23:27:59.052272,0.00039531,0.00039531,0.00039809,0.00039565
9,BTC_MKR,1 min,2021-07-11 23:28:02.081388,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,1 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,1 min,2021-07-11 23:27:18.920064,0.00002601,0.00002601,0.00002602,0.00002602
12,BTC_QTUM,1 min,2021-07-11 23:27:48.424570,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,1 min,2021-07-11 23:28:02.678766,0.00053914,0.00053908,0.00053932,0.00053932
14,BTC_REN,1 min,2021-07-11 23:27:39.316715,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,1 min,2021-07-11 23:27:26.717784,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,1 min,2021-07-11 23:28:01.995406,0.06280232,0.06280232,0.06280232,0.06280232
17,BTC_ARDR,1 min,2021-07-11 23:26:09.362977,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,1 min,2021-07-11 23:27:48.445187,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,1 min,2021-07-11 23:26:31.712995,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,1 min,2021-07-11 23:28:01.990874,0.00395575,0.00395422,0.00395820,0.00395589
21,BTC_ETC,1 min,2021-07-11 23:28:02.619567,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,1 min,2021-07-11 23:26:11.723646,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,1 min,2021-07-11 23:27:28.512662,0.00000631,0.00000631,0.00000632,0.00000632
24,BTC_XRP,1 min,2021-07-11 23:27:17.663548,0.00001874,0.00001874,0.00001874,0.00001874
25,BTC_LSK,1 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,1 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,1 min,2021-07-11 23:27:58.447678,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,1 min,2021-07-11 23:28:02.100311,0.00894853,0.00894203,0.00894853,0.00894853
29,BTC_KLV,1 min,2021-07-11 23:27:37.491500,0.00000143,0.00000143,0.00000145,0.00000145
30,BTC_WRX,1 min,2021-07-11 23:27:57.824393,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,1 min,2021-07-11 23:27:39.272348,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,1 min,2021-07-11 23:28:00.207130,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,1 min,2021-07-11 23:28:02.697950,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,1 min,2021-07-11 23:27:56.147649,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,1 min,2021-07-11 23:28:02.699535,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,1 min,2021-07-11 23:27:59.658407,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,1 min,2021-07-11 23:27:52.530013,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,1 min,2021-07-11 23:26:30.392339,0.00004424,0.00004424,0.00004424,0.00004424
39,BTC_SWAP,1 min,2021-07-11 23:27:54.335997,0.00002401,0.00002401,0.00002401,0.00002401
40,BTC_MANA,1 min,2021-07-11 23:27:54.939704,0.00002103,0.00002103,0.00002103,0.00002103
41,BTC_CHR,1 min,2021-07-11 23:27:50.249426,0.00000513,0.00000513,0.00000513,0.00000513
42,BTC_BAT,1 min,2021-07-11 23:27:02.935407,0.00001653,0.00001653,0.00001653,0.00001653
43,BTC_BCHSV,1 min,2021-07-11 23:27:03.090576,0.00412184,0.00412184,0.00412184,0.00412184
44,BTC_XEM,1 min,2021-07-11 23:27:10.492627,0.00000357,0.00000357,0.00000357,0.00000357
45,BTC_NMR,1 min,2021-07-11 23:27:33.331603,0.00092364,0.00092364,0.00092364,0.00092364
46,BTC_LPT,1 min,2021-07-11 23:27:43.615386,0.00045893,0.00045893,0.00045893,0.00045893
47,BTC_ZRX,1 min,2021-07-11 23:27:51.358410,0.00002264,0.00002264,0.00002264,0.00002264
48,BTC_GAS,1 min,2021-07-11 23:27:51.965499,0.00017697,0.00017697,0.00017697,0.00017697
0,BTC_STEEM,1 min,2021-07-11 23:29:05.554701,0.00001202,0.00001202,0.00001211,0.00001211
1,BTC_EOS,1 min,2021-07-11 23:29:05.556374,0.00012572,0.00012559,0.00012652,0.00012640
2,BTC_ATOM,1 min,2021-07-11 23:29:01.870225,0.00040401,0.00040401,0.00040401,0.00040401
3,BTC_MATIC,1 min,2021-07-11 23:27:18.295640,0.00003041,0.00003041,0.00003041,0.00003041
4,BTC_BCH,1 min,2021-07-11 23:29:06.367916,0.01462316,0.01462316,0.01462316,0.01462316
5,BTC_DOT,1 min,2021-07-11 23:29:06.373824,0.00045295,0.00045259,0.00045314,0.00045294
6,BTC_TRU,1 min,2021-07-11 23:28:56.965796,0.00000440,0.00000440,0.00000440,0.00000440
7,BTC_XMR,1 min,2021-07-11 23:28:53.907886,0.00624676,0.00624617,0.00624705,0.00624617
8,BTC_SNX,1 min,2021-07-11 23:29:05.571274,0.00039565,0.00039447,0.00039809,0.00039500
9,BTC_MKR,1 min,2021-07-11 23:29:04.954681,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,1 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,1 min,2021-07-11 23:29:06.372355,0.00002602,0.00002601,0.00002602,0.00002601
12,BTC_QTUM,1 min,2021-07-11 23:28:57.480424,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,1 min,2021-07-11 23:29:07.074673,0.00053932,0.00053886,0.00053933,0.00053886
14,BTC_REN,1 min,2021-07-11 23:29:07.170025,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,1 min,2021-07-11 23:28:51.543393,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,1 min,2021-07-11 23:29:07.028364,0.06280232,0.06278052,0.06280232,0.06278052
17,BTC_ARDR,1 min,2021-07-11 23:29:07.030500,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,1 min,2021-07-11 23:29:07.161489,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,1 min,2021-07-11 23:28:18.549585,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,1 min,2021-07-11 23:29:06.211525,0.00395589,0.00395422,0.00395820,0.00395755
21,BTC_ETC,1 min,2021-07-11 23:29:07.029508,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,1 min,2021-07-11 23:29:05.485315,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,1 min,2021-07-11 23:28:23.421600,0.00000632,0.00000631,0.00000632,0.00000632
24,BTC_XRP,1 min,2021-07-11 23:29:04.363114,0.00001874,0.00001874,0.00001875,0.00001875
25,BTC_LSK,1 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,1 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,1 min,2021-07-11 23:28:49.901812,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,1 min,2021-07-11 23:28:31.544303,0.00894853,0.00894203,0.00894853,0.00894853
29,BTC_KLV,1 min,2021-07-11 23:28:40.383951,0.00000145,0.00000143,0.00000145,0.00000143
30,BTC_WRX,1 min,2021-07-11 23:29:07.252113,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,1 min,2021-07-11 23:28:40.206313,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,1 min,2021-07-11 23:28:29.665058,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,1 min,2021-07-11 23:29:06.366292,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,1 min,2021-07-11 23:28:34.781016,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,1 min,2021-07-11 23:29:03.803432,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,1 min,2021-07-11 23:29:06.287853,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,1 min,2021-07-11 23:28:32.728179,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,1 min,2021-07-11 23:29:07.034981,0.00004424,0.00004424,0.00004424,0.00004424
39,BTC_SWAP,1 min,2021-07-11 23:28:36.653164,0.00002401,0.00002401,0.00002401,0.00002401
40,BTC_MANA,1 min,2021-07-11 23:28:52.155667,0.00002103,0.00002103,0.00002103,0.00002103
41,BTC_CHR,1 min,2021-07-11 23:29:04.395590,0.00000513,0.00000513,0.00000513,0.00000513
42,BTC_BAT,1 min,2021-07-11 23:28:52.696006,0.00001653,0.00001653,0.00001657,0.00001657
43,BTC_BCHSV,1 min,2021-07-11 23:27:03.090576,0.00412184,0.00412184,0.00412184,0.00412184
44,BTC_XEM,1 min,2021-07-11 23:27:10.492627,0.00000357,0.00000357,0.00000357,0.00000357
45,BTC_NMR,1 min,2021-07-11 23:27:33.331603,0.00092364,0.00092364,0.00092364,0.00092364
46,BTC_LPT,1 min,2021-07-11 23:28:41.477027,0.00045893,0.00045893,0.00045893,0.00045893
47,BTC_ZRX,1 min,2021-07-11 23:27:51.358410,0.00002264,0.00002264,0.00002264,0.00002264
48,BTC_GAS,1 min,2021-07-11 23:29:01.859505,0.00017697,0.00017697,0.00017697,0.00017697
49,BTC_STR,1 min,2021-07-11 23:28:52.686265,0.00000727,0.00000725,0.00000727,0.00000725
50,BTC_HGET,1 min,2021-07-11 23:28:22.790357,0.00013187,0.00013187,0.00013187,0.00013187
51,BTC_FARM,1 min,2021-07-11 23:28:46.625200,0.00199729,0.00199729,0.00199729,0.00199729
52,BTC_DCR,1 min,2021-07-11 23:29:01.212271,0.00398889,0.00398889,0.00398889,0.00398889
0,BTC_STEEM,1 min,2021-07-11 23:30:16.454502,0.00001211,0.00001202,0.00001211,0.00001211
1,BTC_EOS,1 min,2021-07-11 23:30:16.457926,0.00012640,0.00012559,0.00012702,0.00012647
2,BTC_ATOM,1 min,2021-07-11 23:30:07.443590,0.00040401,0.00040401,0.00040401,0.00040401
3,BTC_MATIC,1 min,2021-07-11 23:27:18.295640,0.00003041,0.00003041,0.00003041,0.00003041
4,BTC_BCH,1 min,2021-07-11 23:30:17.285899,0.01462316,0.01462316,0.01462316,0.01462316
5,BTC_DOT,1 min,2021-07-11 23:30:17.289372,0.00045294,0.00045255,0.00045314,0.00045255
6,BTC_TRU,1 min,2021-07-11 23:30:17.291925,0.00000440,0.00000440,0.00000440,0.00000440
7,BTC_XMR,1 min,2021-07-11 23:30:14.759086,0.00624617,0.00624617,0.00624705,0.00624671
8,BTC_SNX,1 min,2021-07-11 23:30:17.271308,0.00039500,0.00039447,0.00039809,0.00039453
9,BTC_MKR,1 min,2021-07-11 23:30:12.884124,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,1 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,1 min,2021-07-11 23:30:02.949832,0.00002601,0.00002601,0.00002602,0.00002601
12,BTC_QTUM,1 min,2021-07-11 23:30:04.132604,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,1 min,2021-07-11 23:30:17.269364,0.00053886,0.00053828,0.00053933,0.00053833
14,BTC_REN,1 min,2021-07-11 23:30:18.318401,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,1 min,2021-07-11 23:30:08.593349,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,1 min,2021-07-11 23:30:18.295994,0.06278052,0.06277125,0.06280232,0.06277125
17,BTC_ARDR,1 min,2021-07-11 23:30:12.362478,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,1 min,2021-07-11 23:29:50.571146,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,1 min,2021-07-11 23:29:56.045639,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,1 min,2021-07-11 23:30:12.354427,0.00395755,0.00395367,0.00395820,0.00395367
21,BTC_ETC,1 min,2021-07-11 23:29:18.569873,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,1 min,2021-07-11 23:29:37.026982,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,1 min,2021-07-11 23:29:29.539962,0.00000632,0.00000631,0.00000632,0.00000632
24,BTC_XRP,1 min,2021-07-11 23:29:50.543041,0.00001875,0.00001874,0.00001875,0.00001874
25,BTC_LSK,1 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,1 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,1 min,2021-07-11 23:30:07.441018,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,1 min,2021-07-11 23:30:14.796127,0.00894853,0.00894203,0.00894853,0.00894853
29,BTC_KLV,1 min,2021-07-11 23:29:43.091152,0.00000143,0.00000143,0.00000145,0.00000145
30,BTC_WRX,1 min,2021-07-11 23:30:18.319881,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,1 min,2021-07-11 23:29:46.081279,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,1 min,2021-07-11 23:30:08.625184,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,1 min,2021-07-11 23:30:16.591904,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,1 min,2021-07-11 23:29:49.977487,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,1 min,2021-07-11 23:30:12.390721,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,1 min,2021-07-11 23:30:18.308166,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,1 min,2021-07-11 23:29:52.390888,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,1 min,2021-07-11 23:29:07.034981,0.00004424,0.00004424,0.00004424,0.00004424
39,BTC_SWAP,1 min,2021-07-11 23:30:02.937456,0.00002401,0.00002401,0.00002401,0.00002401
40,BTC_MANA,1 min,2021-07-11 23:30:06.114363,0.00002103,0.00002103,0.00002103,0.00002103
41,BTC_CHR,1 min,2021-07-11 23:29:22.920304,0.00000513,0.00000513,0.00000513,0.00000513
42,BTC_BAT,1 min,2021-07-11 23:29:57.198968,0.00001657,0.00001653,0.00001657,0.00001657
43,BTC_BCHSV,1 min,2021-07-11 23:27:03.090576,0.00412184,0.00412184,0.00412184,0.00412184
44,BTC_XEM,1 min,2021-07-11 23:27:10.492627,0.00000357,0.00000357,0.00000357,0.00000357
45,BTC_NMR,1 min,2021-07-11 23:27:33.331603,0.00092364,0.00092364,0.00092364,0.00092364
46,BTC_LPT,1 min,2021-07-11 23:28:41.477027,0.00045893,0.00045893,0.00045893,0.00045893
47,BTC_ZRX,1 min,2021-07-11 23:29:46.817448,0.00002264,0.00002264,0.00002264,0.00002264
48,BTC_GAS,1 min,2021-07-11 23:29:01.859505,0.00017697,0.00017697,0.00017697,0.00017697
49,BTC_STR,1 min,2021-07-11 23:29:46.068503,0.00000725,0.00000725,0.00000727,0.00000725
50,BTC_HGET,1 min,2021-07-11 23:29:28.496645,0.00013187,0.00013187,0.00013187,0.00013187
51,BTC_FARM,1 min,2021-07-11 23:30:17.758953,0.00199729,0.00199729,0.00199729,0.00199729
52,BTC_DCR,1 min,2021-07-11 23:29:01.212271,0.00398889,0.00398889,0.00398889,0.00398889
53,BTC_XTZ,1 min,2021-07-11 23:29:24.149382,0.00008461,0.00008461,0.00008461,0.00008461
54,BTC_CVC,1 min,2021-07-11 23:29:36.625047,0.00000714,0.00000714,0.00000714,0.00000714
55,BTC_REPV2,1 min,2021-07-11 23:30:08.598022,0.00044750,0.00044750,0.00044750,0.00044750
0,BTC_STEEM,5 min,2021-07-11 23:30:43.483156,0.00001202,0.00001202,0.00001211,0.00001211
1,BTC_EOS,5 min,2021-07-11 23:30:48.910304,0.00012572,0.00012559,0.00012702,0.00012658
2,BTC_ATOM,5 min,2021-07-11 23:30:34.172014,0.00040401,0.00040401,0.00040401,0.00040401
3,BTC_MATIC,5 min,2021-07-11 23:30:45.940801,0.00003041,0.00003041,0.00003041,0.00003041
4,BTC_BCH,5 min,2021-07-11 23:30:48.938952,0.01462316,0.01462316,0.01462316,0.01462316
5,BTC_DOT,5 min,2021-07-11 23:30:47.205133,0.00045259,0.00045255,0.00045314,0.00045263
6,BTC_TRU,5 min,2021-07-11 23:30:48.358192,0.00000440,0.00000440,0.00000440,0.00000440
7,BTC_XMR,5 min,2021-07-11 23:30:48.304002,0.00624637,0.00624617,0.00624705,0.00624686
8,BTC_SNX,5 min,2021-07-11 23:30:48.318171,0.00039539,0.00039447,0.00039809,0.00039453
9,BTC_MKR,5 min,2021-07-11 23:30:48.324141,0.07760343,0.07760343,0.07760343,0.07760343
10,BTC_SWINGBY,5 min,2021-07-11 23:26:22.506574,0.00000247,0.00000247,0.00000247,0.00000247
11,BTC_SENSO,5 min,2021-07-11 23:30:37.320755,0.00002601,0.00002600,0.00002602,0.00002600
12,BTC_QTUM,5 min,2021-07-11 23:30:25.793092,0.00019960,0.00019960,0.00019960,0.00019960
13,BTC_LINK,5 min,2021-07-11 23:30:45.662418,0.00053926,0.00053828,0.00053933,0.00053869
14,BTC_REN,5 min,2021-07-11 23:30:45.008917,0.00001074,0.00001074,0.00001074,0.00001074
15,BTC_SXP,5 min,2021-07-11 23:30:48.930130,0.00005700,0.00005700,0.00005700,0.00005700
16,BTC_ETH,5 min,2021-07-11 23:30:48.306133,0.06280232,0.06275947,0.06280232,0.06275947
17,BTC_ARDR,5 min,2021-07-11 23:30:12.362478,0.00000483,0.00000483,0.00000483,0.00000483
18,BTC_AVA,5 min,2021-07-11 23:30:48.926667,0.00006424,0.00006424,0.00006424,0.00006424
19,BTC_INJ,5 min,2021-07-11 23:30:41.684520,0.00020492,0.00020492,0.00020492,0.00020492
20,BTC_LTC,5 min,2021-07-11 23:30:49.348234,0.00395576,0.00395367,0.00395820,0.00395629
21,BTC_ETC,5 min,2021-07-11 23:29:18.569873,0.00144434,0.00144434,0.00144434,0.00144434
22,BTC_DASH,5 min,2021-07-11 23:30:44.608393,0.00378924,0.00378924,0.00378924,0.00378924
23,BTC_DOGE,5 min,2021-07-11 23:30:35.961333,0.00000631,0.00000631,0.00000632,0.00000632
24,BTC_XRP,5 min,2021-07-11 23:30:35.972787,0.00001874,0.00001874,0.00001875,0.00001874
25,BTC_LSK,5 min,2021-07-11 23:26:11.763254,0.00007601,0.00007601,0.00007601,0.00007601
26,BTC_TRX,5 min,2021-07-11 23:26:12.442450,0.00000183,0.00000183,0.00000183,0.00000183
27,BTC_ZEC,5 min,2021-07-11 23:30:48.308133,0.00325149,0.00325149,0.00325149,0.00325149
28,BTC_AAVE,5 min,2021-07-11 23:30:45.016312,0.00894203,0.00894203,0.00894853,0.00894853
29,BTC_KLV,5 min,2021-07-11 23:30:45.950341,0.00000143,0.00000143,0.00000145,0.00000143
30,BTC_WRX,5 min,2021-07-11 23:30:48.334072,0.00003251,0.00003251,0.00003251,0.00003251
31,BTC_OMG,5 min,2021-07-11 23:30:25.786469,0.00012278,0.00012278,0.00012278,0.00012278
32,BTC_WBTC,5 min,2021-07-11 23:30:21.957149,0.99793994,0.99793994,0.99793994,0.99793994
33,BTC_SAND,5 min,2021-07-11 23:30:45.015441,0.00001350,0.00001350,0.00001350,0.00001350
34,BTC_FIL,5 min,2021-07-11 23:30:45.020342,0.00160627,0.00160627,0.00160627,0.00160627
35,BTC_FRONT,5 min,2021-07-11 23:30:12.390721,0.00002323,0.00002323,0.00002323,0.00002323
36,BTC_NEO,5 min,2021-07-11 23:30:39.203109,0.00100798,0.00100798,0.00100798,0.00100798
37,BTC_POLY,5 min,2021-07-11 23:30:34.171560,0.00000559,0.00000559,0.00000559,0.00000559
38,BTC_KNC,5 min,2021-07-11 23:29:07.034981,0.00004424,0.00004424,0.00004424,0.00004424
